order_id,order_ts,product_id,quantity,unit_price,order_value,pincode,delivery_hours,on_time,is_returned,order_status,order_date,order_hour,order_dow
ORD100564,2025-09-09 18:01:17,P1023,1,1274.0,1274.0,400010,4.3,1,0,delivered,2025-09-09,18,Tuesday
ORD100565,2025-09-17 14:08:49,P1011,1,764.0,764.0,400017,4.0,1,0,delivered,2025-09-17,14,Wednesday
ORD100566,2025-09-10 07:42:08,P1001,1,3149.0,3149.0,400015,1.0,1,0,delivered,2025-09-10,7,Wednesday
ORD100567,2025-09-07 16:16:30,P1003,1,2099.0,2099.0,400007,4.5,1,0,delivered,2025-09-07,16,Sunday
ORD100568,2025-09-04 17:54:13,P1018,1,2199.0,2199.0,400011,2.8,1,0,delivered,2025-09-04,17,Thursday
ORD100569,2025-09-05 21:50:15,P1007,1,2099.0,2099.0,400004,3.9,1,1,returned,2025-09-05,21,Friday
ORD100570,2025-09-27 04:52:42,P1017,1,1374.0,1374.0,400008,1.8,1,0,delivered,2025-09-27,4,Saturday
ORD100571,2025-09-02 19:58:44,P1034,1,599.0,599.0,400008,45.4,0,0,delivered,2025-09-02,19,Tuesday
ORD100572,2025-10-01 00:03:31,P1002,1,1529.0,1529.0,400020,2.2,1,0,delivered,2025-10-01,0,Wednesday
ORD100573,2025-09-29 23:50:33,P1003,1,2099.0,2099.0,400004,2.3,1,0,delivered,2025-09-29,23,Monday
ORD100574,2025-09-08 11:43:02,P1017,2,1374.0,2748.0,400013,0.2,1,0,delivered,2025-09-08,11,Monday
ORD100575,2025-09-09 18:42:02,P1007,1,2099.0,2099.0,400011,3.0,1,0,delivered,2025-09-09,18,Tuesday
ORD100576,2025-10-01 07:52:31,P1019,1,899.0,899.0,400003,57.1,0,0,delivered,2025-10-01,7,Wednesday
ORD100577,2025-09-22 05:55:35,P1012,2,1599.0,3198.0,400015,1.8,1,0,delivered,2025-09-22,5,Monday
ORD100578,2025-09-20 22:41:05,P1024,2,359.0,718.0,400003,1.3,1,0,delivered,2025-09-20,22,Saturday
ORD100579,2025-10-03 20:01:11,P1013,2,1799.0,3598.0,400005,1.3,1,0,delivered,2025-10-03,20,Friday
ORD100580,2025-09-12 12:44:33,P1001,2,3149.0,6298.0,400001,8.4,1,0,delivered,2025-09-12,12,Friday
ORD100581,2025-09-30 15:23:42,P1035,1,959.0,959.0,400004,0.5,1,0,delivered,2025-09-30,15,Tuesday
ORD100582,2025-09-22 19:02:20,P1030,1,839.0,839.0,400007,0.6,1,0,delivered,2025-09-22,19,Monday
ORD100583,2025-09-26 22:10:05,P1011,2,764.0,1528.0,400019,3.8,1,0,delivered,2025-09-26,22,Friday
ORD100584,2025-09-16 00:33:22,P1007,2,2099.0,4198.0,400011,2.6,1,0,delivered,2025-09-16,0,Tuesday
ORD100585,2025-09-23 18:26:34,P1001,1,3149.0,3149.0,400015,8.1,1,0,delivered,2025-09-23,18,Tuesday
ORD100586,2025-09-18 20:33:56,P1033,1,1649.0,1649.0,400005,4.6,1,0,delivered,2025-09-18,20,Thursday
ORD100587,2025-09-28 16:35:12,P1033,2,1649.0,3298.0,400013,4.5,1,0,delivered,2025-09-28,16,Sunday
ORD100588,2025-09-23 09:53:46,P1001,1,3149.0,3149.0,400009,5.3,1,0,delivered,2025-09-23,9,Tuesday
ORD100589,2025-09-19 12:54:49,P1001,1,3149.0,3149.0,400003,3.0,1,0,delivered,2025-09-19,12,Friday
ORD100590,2025-09-26 14:32:06,P1034,2,599.0,1198.0,400017,4.0,1,0,delivered,2025-09-26,14,Friday
ORD100591,2025-09-08 20:48:41,P1018,1,2199.0,2199.0,400019,1.8,1,0,delivered,2025-09-08,20,Monday
ORD100592,2025-09-30 08:29:02,P1001,1,3149.0,3149.0,400008,1.0,1,0,delivered,2025-09-30,8,Tuesday
ORD100593,2025-09-13 03:16:29,P1009,2,1599.0,3198.0,400009,2.9,1,0,delivered,2025-09-13,3,Saturday
ORD100594,2025-10-02 03:01:39,P1012,2,1599.0,3198.0,400010,1.2,1,0,delivered,2025-10-02,3,Thursday
ORD100595,2025-09-19 00:29:36,P1027,3,849.0,2547.0,400012,0.2,1,0,delivered,2025-09-19,0,Friday
ORD100596,2025-09-05 23:31:32,P1011,1,764.0,764.0,400004,0.5,1,0,delivered,2025-09-05,23,Friday
ORD100597,2025-09-26 01:04:40,P1025,1,764.0,764.0,400018,39.7,0,0,delivered,2025-09-26,1,Friday
ORD100598,2025-09-14 20:07:20,P1008,1,539.0,539.0,400009,2.1,1,0,delivered,2025-09-14,20,Sunday
ORD100599,2025-09-08 18:46:38,P1020,1,359.0,359.0,400009,2.1,1,0,delivered,2025-09-08,18,Monday
ORD100600,2025-09-22 19:29:41,P1009,1,1599.0,1599.0,400015,3.2,1,0,delivered,2025-09-22,19,Monday
ORD100601,2025-09-08 03:40:25,P1001,1,3149.0,3149.0,400019,4.4,1,0,delivered,2025-09-08,3,Monday
ORD100602,2025-09-05 10:51:14,P1000,1,899.0,899.0,400003,1.1,1,0,delivered,2025-09-05,10,Friday
ORD100603,2025-09-22 21:36:07,P1000,1,899.0,899.0,400014,1.7,1,0,delivered,2025-09-22,21,Monday
ORD100604,2025-09-02 07:04:22,P1011,1,764.0,764.0,400020,0.5,1,0,delivered,2025-09-02,7,Tuesday
ORD100605,2025-09-03 14:02:55,P1011,1,764.0,764.0,400020,1.4,1,0,delivered,2025-09-03,14,Wednesday
ORD100606,2025-09-25 08:52:50,P1012,2,1599.0,3198.0,400006,2.0,1,0,delivered,2025-09-25,8,Thursday
ORD100607,2025-09-12 10:42:04,P1030,1,839.0,839.0,400002,1.4,1,0,delivered,2025-09-12,10,Friday
ORD100608,2025-09-04 23:04:38,P1026,1,3399.0,3399.0,400015,2.7,1,0,delivered,2025-09-04,23,Thursday
ORD100609,2025-09-11 21:36:23,P1033,2,1649.0,3298.0,400006,5.5,1,0,delivered,2025-09-11,21,Thursday
ORD100610,2025-09-16 11:17:41,P1011,1,764.0,764.0,400018,4.2,1,0,delivered,2025-09-16,11,Tuesday
ORD100611,2025-10-02 13:15:32,P1011,2,764.0,1528.0,400009,5.4,1,0,delivered,2025-10-02,13,Thursday
ORD100612,2025-09-08 02:09:35,P1012,1,1599.0,1599.0,400008,0.8,1,0,delivered,2025-09-08,2,Monday
ORD100613,2025-09-02 20:37:35,P1001,1,3149.0,3149.0,400009,1.1,1,0,delivered,2025-09-02,20,Tuesday
ORD100614,2025-09-23 22:26:59,P1034,2,599.0,1198.0,400014,48.4,0,0,delivered,2025-09-23,22,Tuesday
ORD100615,2025-09-23 18:33:10,P1034,1,599.0,599.0,400004,13.2,1,0,delivered,2025-09-23,18,Tuesday
ORD100616,2025-09-30 20:55:57,P1025,1,764.0,764.0,400005,43.5,0,0,delivered,2025-09-30,20,Tuesday
ORD100617,2025-09-04 20:18:16,P1011,1,764.0,764.0,400003,1.2,1,0,delivered,2025-09-04,20,Thursday
ORD100618,2025-09-13 10:10:22,P1032,1,899.0,899.0,400020,4.7,1,0,delivered,2025-09-13,10,Saturday
ORD100619,2025-09-08 06:12:10,P1001,1,3149.0,3149.0,400003,8.4,1,0,delivered,2025-09-08,6,Monday
ORD100620,2025-09-30 13:23:48,P1009,2,1599.0,3198.0,400015,5.1,1,0,delivered,2025-09-30,13,Tuesday
ORD100621,2025-09-21 13:07:39,P1012,1,1599.0,1599.0,400004,0.3,1,0,delivered,2025-09-21,13,Sunday
ORD100622,2025-09-14 23:39:45,P1000,1,899.0,899.0,400003,1.5,1,0,delivered,2025-09-14,23,Sunday
ORD100623,2025-09-15 14:51:59,P1011,1,764.0,764.0,400018,4.1,1,0,delivered,2025-09-15,14,Monday
ORD100624,2025-09-03 07:37:55,P1020,3,359.0,1077.0,400011,2.3,1,0,delivered,2025-09-03,7,Wednesday
ORD100625,2025-09-21 09:07:55,P1009,1,1599.0,1599.0,400010,8.4,1,0,delivered,2025-09-21,9,Sunday
ORD100626,2025-10-01 05:37:36,P1033,1,1649.0,1649.0,400013,0.5,1,1,returned,2025-10-01,5,Wednesday
ORD100627,2025-09-04 01:10:32,P1011,1,764.0,764.0,400018,0.5,1,0,delivered,2025-09-04,1,Thursday
ORD100628,2025-09-25 06:20:35,P1034,1,599.0,599.0,400011,39.5,0,0,delivered,2025-09-25,6,Thursday
ORD100629,2025-09-27 00:32:52,P1016,1,1874.0,1874.0,400015,3.5,1,0,delivered,2025-09-27,0,Saturday
ORD100630,2025-10-01 16:16:51,P1001,1,3149.0,3149.0,400003,5.6,1,0,delivered,2025-10-01,16,Wednesday
ORD100631,2025-09-28 21:58:43,P1017,1,1374.0,1374.0,400001,0.2,1,0,delivered,2025-09-28,21,Sunday
ORD100632,2025-09-07 23:16:44,P1036,1,2249.0,2249.0,400009,1.5,1,0,delivered,2025-09-07,23,Sunday
ORD100633,2025-09-21 20:05:58,P1001,1,3149.0,3149.0,400018,6.9,1,0,delivered,2025-09-21,20,Sunday
ORD100634,2025-09-30 20:18:18,P1007,1,2099.0,2099.0,400003,3.0,1,0,delivered,2025-09-30,20,Tuesday
ORD100635,2025-09-12 16:16:39,P1003,2,2099.0,4198.0,400016,4.1,1,0,delivered,2025-09-12,16,Friday
ORD100636,2025-09-21 05:20:11,P1012,1,1599.0,1599.0,400008,0.5,1,0,delivered,2025-09-21,5,Sunday
ORD100637,2025-10-03 06:02:55,P1011,1,764.0,764.0,400007,0.5,1,0,delivered,2025-10-03,6,Friday
ORD100638,2025-09-05 03:44:50,P1031,1,2099.0,2099.0,400016,2.7,1,0,delivered,2025-09-05,3,Friday
ORD100639,2025-09-04 06:51:07,P1038,1,539.0,539.0,400012,4.0,1,0,delivered,2025-09-04,6,Thursday
ORD100640,2025-09-27 09:54:05,P1018,1,2199.0,2199.0,400007,1.3,1,0,delivered,2025-09-27,9,Saturday
ORD100641,2025-09-19 22:54:41,P1016,1,1874.0,1874.0,400002,2.3,1,0,delivered,2025-09-19,22,Friday
ORD100642,2025-09-03 02:43:16,P1001,1,3149.0,3149.0,400006,1.0,1,1,returned,2025-09-03,2,Wednesday
ORD100643,2025-09-19 18:44:57,P1034,3,599.0,1797.0,400008,30.7,0,0,delivered,2025-09-19,18,Friday
ORD100644,2025-09-13 07:31:26,P1034,1,599.0,599.0,400003,4.0,1,0,delivered,2025-09-13,7,Saturday
ORD100645,2025-09-18 08:02:40,P1025,1,764.0,764.0,400018,45.2,0,0,delivered,2025-09-18,8,Thursday
ORD100646,2025-09-17 17:43:26,P1038,1,539.0,539.0,400007,2.0,1,0,delivered,2025-09-17,17,Wednesday
ORD100647,2025-10-02 21:34:55,P1004,1,824.0,824.0,400012,6.1,1,0,delivered,2025-10-02,21,Thursday
ORD100648,2025-09-29 05:57:59,P1008,1,539.0,539.0,400011,0.4,1,0,delivered,2025-09-29,5,Monday
ORD100649,2025-09-07 11:26:00,P1033,1,1649.0,1649.0,400006,3.9,1,1,returned,2025-09-07,11,Sunday
ORD100650,2025-09-18 02:27:29,P1000,1,899.0,899.0,400001,0.2,1,0,delivered,2025-09-18,2,Thursday
ORD100651,2025-09-17 10:26:10,P1034,1,599.0,599.0,400014,48.1,0,0,delivered,2025-09-17,10,Wednesday
ORD100652,2025-09-23 13:19:29,P1012,1,1599.0,1599.0,400010,4.0,1,0,delivered,2025-09-23,13,Tuesday
ORD100653,2025-10-01 16:01:32,P1010,1,499.0,499.0,400016,31.1,0,0,delivered,2025-10-01,16,Wednesday
ORD100654,2025-09-07 13:06:52,P1039,1,1259.0,1259.0,400018,1.7,1,0,delivered,2025-09-07,13,Sunday
ORD100655,2025-09-23 05:14:07,P1033,2,1649.0,3298.0,400006,5.6,1,0,delivered,2025-09-23,5,Tuesday
ORD100656,2025-09-15 05:53:07,P1024,1,359.0,359.0,400005,0.7,1,0,delivered,2025-09-15,5,Monday
ORD100657,2025-09-03 03:02:16,P1011,1,764.0,764.0,400019,4.6,1,0,delivered,2025-09-03,3,Wednesday
ORD100658,2025-09-03 00:49:26,P1007,2,2099.0,4198.0,400003,1.5,1,0,delivered,2025-09-03,0,Wednesday
ORD100659,2025-09-16 01:15:52,P1001,1,3149.0,3149.0,400003,2.2,1,0,delivered,2025-09-16,1,Tuesday
ORD100660,2025-09-20 07:57:52,P1034,1,599.0,599.0,400020,38.1,0,0,delivered,2025-09-20,7,Saturday
ORD100661,2025-09-23 23:33:02,P1024,1,359.0,359.0,400009,2.2,1,0,delivered,2025-09-23,23,Tuesday
ORD100662,2025-09-02 18:39:58,P1009,1,1599.0,1599.0,400010,5.2,1,0,delivered,2025-09-02,18,Tuesday
ORD100663,2025-09-10 06:39:05,P1017,1,1374.0,1374.0,400018,2.6,1,0,delivered,2025-09-10,6,Wednesday
ORD100664,2025-09-18 07:54:18,P1025,1,764.0,764.0,400005,53.7,0,0,delivered,2025-09-18,7,Thursday
ORD100665,2025-10-02 19:58:56,P1001,1,3149.0,3149.0,400013,4.3,1,0,delivered,2025-10-02,19,Thursday
ORD100666,2025-09-14 06:19:13,P1019,1,899.0,899.0,400006,44.7,0,0,delivered,2025-09-14,6,Sunday
ORD100667,2025-09-18 20:46:24,P1030,1,839.0,839.0,400002,2.0,1,0,delivered,2025-09-18,20,Thursday
ORD100668,2025-09-20 10:03:32,P1003,2,2099.0,4198.0,400013,0.5,1,0,delivered,2025-09-20,10,Saturday
ORD100669,2025-09-19 18:28:25,P1001,1,3149.0,3149.0,400013,7.3,1,0,delivered,2025-09-19,18,Friday
ORD100670,2025-09-10 01:39:28,P1000,1,899.0,899.0,400002,0.7,1,0,delivered,2025-09-10,1,Wednesday
ORD100671,2025-09-25 03:39:24,P1007,1,2099.0,2099.0,400003,1.5,1,0,delivered,2025-09-25,3,Thursday
ORD100672,2025-09-26 05:00:00,P1008,1,539.0,539.0,400004,2.3,1,0,delivered,2025-09-26,5,Friday
ORD100673,2025-09-05 00:14:57,P1034,1,599.0,599.0,400017,13.0,1,0,delivered,2025-09-05,0,Friday
ORD100674,2025-09-04 19:57:23,P1011,1,764.0,764.0,400020,2.1,1,0,delivered,2025-09-04,19,Thursday
ORD100675,2025-09-30 05:54:32,P1035,2,959.0,1918.0,400002,3.9,1,0,delivered,2025-09-30,5,Tuesday
ORD100676,2025-09-27 11:31:25,P1033,1,1649.0,1649.0,400011,6.5,1,0,delivered,2025-09-27,11,Saturday
ORD100677,2025-09-16 14:14:18,P1022,1,674.0,674.0,400015,2.7,1,0,delivered,2025-09-16,14,Tuesday
ORD100678,2025-09-04 21:17:13,P1033,1,1649.0,1649.0,400002,4.3,1,0,delivered,2025-09-04,21,Thursday
ORD100679,2025-10-03 02:01:36,P1033,1,1649.0,1649.0,400011,0.5,1,0,delivered,2025-10-03,2,Friday
ORD100680,2025-09-15 21:05:36,P1020,1,359.0,359.0,400012,2.2,1,0,delivered,2025-09-15,21,Monday
ORD100681,2025-09-30 06:06:18,P1030,1,839.0,839.0,400002,1.3,1,0,delivered,2025-09-30,6,Tuesday
ORD100682,2025-09-09 02:09:18,P1035,1,959.0,959.0,400013,4.3,1,0,delivered,2025-09-09,2,Tuesday
ORD100683,2025-09-18 01:34:54,P1034,1,599.0,599.0,400004,44.4,0,0,delivered,2025-09-18,1,Thursday
ORD100684,2025-09-03 01:20:50,P1011,3,764.0,2292.0,400004,3.9,1,0,delivered,2025-09-03,1,Wednesday
ORD100685,2025-09-18 02:45:40,P1023,2,1274.0,2548.0,400015,4.6,1,0,delivered,2025-09-18,2,Thursday
ORD100686,2025-09-22 02:44:32,P1011,1,764.0,764.0,400016,4.4,1,0,delivered,2025-09-22,2,Monday
ORD100687,2025-10-02 01:02:08,P1001,2,3149.0,6298.0,400018,9.4,1,1,returned,2025-10-02,1,Thursday
ORD100688,2025-09-04 15:25:45,P1030,3,839.0,2517.0,400002,0.2,1,0,delivered,2025-09-04,15,Thursday
ORD100689,2025-09-18 15:17:17,P1034,1,599.0,599.0,400020,28.9,0,0,delivered,2025-09-18,15,Thursday
ORD100690,2025-10-03 23:34:14,P1001,1,3149.0,3149.0,400008,8.8,1,0,delivered,2025-10-03,23,Friday
ORD100691,2025-09-02 12:16:53,P1034,1,599.0,599.0,400014,44.4,0,0,delivered,2025-09-02,12,Tuesday
ORD100692,2025-09-30 11:52:25,P1002,2,1529.0,3058.0,400018,0.9,1,0,delivered,2025-09-30,11,Tuesday
ORD100693,2025-09-22 06:30:30,P1034,1,599.0,599.0,400003,18.7,1,0,delivered,2025-09-22,6,Monday
ORD100694,2025-09-07 03:04:07,P1008,1,539.0,539.0,400009,3.0,1,0,delivered,2025-09-07,3,Sunday
ORD100695,2025-09-12 10:57:16,P1000,1,899.0,899.0,400017,1.8,1,0,delivered,2025-09-12,10,Friday
ORD100696,2025-09-18 18:48:12,P1022,1,674.0,674.0,400010,0.3,1,0,delivered,2025-09-18,18,Thursday
ORD100697,2025-09-19 14:03:27,P1011,1,764.0,764.0,400010,0.5,1,0,delivered,2025-09-19,14,Friday
ORD100698,2025-09-02 13:43:53,P1001,1,3149.0,3149.0,400007,3.9,1,0,delivered,2025-09-02,13,Tuesday
ORD100699,2025-09-08 10:46:06,P1011,1,764.0,764.0,400007,0.5,1,0,delivered,2025-09-08,10,Monday
ORD100700,2025-09-22 20:11:52,P1036,1,2249.0,2249.0,400013,2.8,1,0,delivered,2025-09-22,20,Monday
ORD100701,2025-09-19 01:25:37,P1012,1,1599.0,1599.0,400010,3.2,1,0,delivered,2025-09-19,1,Friday
ORD100702,2025-09-04 17:34:40,P1009,1,1599.0,1599.0,400020,7.4,1,0,delivered,2025-09-04,17,Thursday
ORD100703,2025-09-07 16:25:35,P1020,1,359.0,359.0,400006,1.4,1,0,delivered,2025-09-07,16,Sunday
ORD100704,2025-09-18 19:31:39,P1002,1,1529.0,1529.0,400002,2.6,1,0,delivered,2025-09-18,19,Thursday
ORD100705,2025-09-16 06:17:08,P1011,1,764.0,764.0,400007,5.1,1,0,delivered,2025-09-16,6,Tuesday
ORD100706,2025-09-14 12:41:49,P1007,1,2099.0,2099.0,400016,0.4,1,0,delivered,2025-09-14,12,Sunday
ORD100707,2025-09-06 12:10:37,P1038,1,539.0,539.0,400015,0.3,1,0,delivered,2025-09-06,12,Saturday
ORD100708,2025-09-10 00:45:42,P1001,2,3149.0,6298.0,400001,3.8,1,0,delivered,2025-09-10,0,Wednesday
ORD100709,2025-09-26 03:13:01,P1025,1,764.0,764.0,400003,30.6,0,0,delivered,2025-09-26,3,Friday
ORD100710,2025-09-28 06:23:46,P1001,2,3149.0,6298.0,400014,9.2,1,0,delivered,2025-09-28,6,Sunday
ORD100711,2025-09-13 16:59:30,P1025,1,764.0,764.0,400020,13.0,1,0,delivered,2025-09-13,16,Saturday
ORD100712,2025-09-22 15:56:45,P1025,2,764.0,1528.0,400012,47.0,0,0,delivered,2025-09-22,15,Monday
ORD100713,2025-09-30 16:53:18,P1025,1,764.0,764.0,400020,42.8,0,0,delivered,2025-09-30,16,Tuesday
ORD100714,2025-09-24 20:17:22,P1012,1,1599.0,1599.0,400018,0.2,1,0,delivered,2025-09-24,20,Wednesday
ORD100715,2025-09-06 22:52:58,P1038,1,539.0,539.0,400002,2.1,1,0,delivered,2025-09-06,22,Saturday
ORD100716,2025-09-04 14:16:36,P1007,1,2099.0,2099.0,400002,1.5,1,0,delivered,2025-09-04,14,Thursday
ORD100717,2025-09-09 09:09:33,P1033,2,1649.0,3298.0,400012,2.7,1,0,delivered,2025-09-09,9,Tuesday
ORD100718,2025-09-22 14:35:31,P1009,1,1599.0,1599.0,400017,13.0,1,0,delivered,2025-09-22,14,Monday
ORD100719,2025-09-16 12:20:48,P1008,1,539.0,539.0,400011,3.2,1,0,delivered,2025-09-16,12,Tuesday
ORD100720,2025-09-04 03:39:34,P1007,2,2099.0,4198.0,400004,0.6,1,0,delivered,2025-09-04,3,Thursday
ORD100721,2025-09-27 07:40:31,P1008,1,539.0,539.0,400004,0.7,1,0,delivered,2025-09-27,7,Saturday
ORD100722,2025-09-15 13:28:29,P1033,1,1649.0,1649.0,400010,1.8,1,0,delivered,2025-09-15,13,Monday
ORD100723,2025-10-01 22:58:27,P1034,2,599.0,1198.0,400014,40.8,0,0,delivered,2025-10-01,22,Wednesday
ORD100724,2025-09-18 13:10:08,P1035,1,959.0,959.0,400019,4.0,1,0,delivered,2025-09-18,13,Thursday
ORD100725,2025-09-11 21:15:37,P1033,1,1649.0,1649.0,400003,0.5,1,0,delivered,2025-09-11,21,Thursday
ORD100726,2025-09-10 18:09:32,P1011,2,764.0,1528.0,400005,5.1,1,0,delivered,2025-09-10,18,Wednesday
ORD100727,2025-09-12 11:49:03,P1011,2,764.0,1528.0,400017,7.7,1,0,delivered,2025-09-12,11,Friday
ORD100728,2025-09-02 06:37:23,P1033,1,1649.0,1649.0,400002,0.5,1,0,delivered,2025-09-02,6,Tuesday
ORD100729,2025-09-27 21:28:54,P1012,1,1599.0,1599.0,400019,2.3,1,0,delivered,2025-09-27,21,Saturday
ORD100730,2025-09-18 21:48:45,P1035,1,959.0,959.0,400013,1.9,1,0,delivered,2025-09-18,21,Thursday
ORD100731,2025-09-27 18:42:54,P1001,1,3149.0,3149.0,400008,9.4,1,0,delivered,2025-09-27,18,Saturday
ORD100732,2025-09-30 16:58:17,P1001,1,3149.0,3149.0,400014,4.0,1,0,delivered,2025-09-30,16,Tuesday
ORD100733,2025-09-04 04:36:07,P1009,1,1599.0,1599.0,400004,11.8,1,0,delivered,2025-09-04,4,Thursday
ORD100734,2025-09-20 07:53:23,P1001,1,3149.0,3149.0,400001,9.2,1,0,delivered,2025-09-20,7,Saturday
ORD100735,2025-09-26 12:28:47,P1030,1,839.0,839.0,400002,1.9,1,0,delivered,2025-09-26,12,Friday
ORD100736,2025-09-20 21:01:28,P1011,1,764.0,764.0,400010,8.9,1,0,delivered,2025-09-20,21,Saturday
ORD100737,2025-09-04 13:55:32,P1011,2,764.0,1528.0,400005,5.5,1,0,delivered,2025-09-04,13,Thursday
ORD100738,2025-09-16 09:21:50,P1011,2,764.0,1528.0,400007,2.7,1,0,delivered,2025-09-16,9,Tuesday
ORD100739,2025-09-04 14:24:30,P1019,2,899.0,1798.0,400008,42.6,0,0,delivered,2025-09-04,14,Thursday
ORD100740,2025-09-23 14:44:06,P1002,1,1529.0,1529.0,400018,1.7,1,0,delivered,2025-09-23,14,Tuesday
ORD100741,2025-09-26 02:46:05,P1034,1,599.0,599.0,400008,95.7,0,0,delivered,2025-09-26,2,Friday
ORD100742,2025-09-07 05:31:14,P1034,1,599.0,599.0,400020,77.1,0,0,delivered,2025-09-07,5,Sunday
ORD100743,2025-10-02 01:24:50,P1028,1,2999.0,2999.0,400012,0.2,1,0,delivered,2025-10-02,1,Thursday
ORD100744,2025-09-07 06:20:03,P1008,1,539.0,539.0,400019,2.7,1,0,delivered,2025-09-07,6,Sunday
ORD100745,2025-09-25 09:52:43,P1004,1,824.0,824.0,400006,9.7,1,1,returned,2025-09-25,9,Thursday
ORD100746,2025-09-07 00:39:29,P1005,2,2249.0,4498.0,400006,0.6,1,0,delivered,2025-09-07,0,Sunday
ORD100747,2025-09-08 10:16:33,P1007,1,2099.0,2099.0,400003,0.2,1,0,delivered,2025-09-08,10,Monday
ORD100748,2025-09-08 23:50:21,P1008,1,539.0,539.0,400018,0.2,1,0,delivered,2025-09-08,23,Monday
ORD100749,2025-09-16 15:55:37,P1038,1,539.0,539.0,400007,0.8,1,0,delivered,2025-09-16,15,Tuesday
ORD100750,2025-09-17 19:08:45,P1012,1,1599.0,1599.0,400009,3.7,1,0,delivered,2025-09-17,19,Wednesday
ORD100751,2025-09-14 18:56:24,P1006,1,539.0,539.0,400016,3.8,1,0,delivered,2025-09-14,18,Sunday
ORD100752,2025-09-13 03:58:34,P1034,1,599.0,599.0,400007,15.7,1,0,delivered,2025-09-13,3,Saturday
ORD100753,2025-10-01 19:53:42,P1002,1,1529.0,1529.0,400015,1.6,1,0,delivered,2025-10-01,19,Wednesday
ORD100754,2025-09-14 07:45:31,P1030,1,839.0,839.0,400018,2.5,1,0,delivered,2025-09-14,7,Sunday
ORD100755,2025-10-01 08:12:13,P1019,1,899.0,899.0,400019,31.3,0,1,returned,2025-10-01,8,Wednesday
ORD100756,2025-09-30 19:51:38,P1033,1,1649.0,1649.0,400004,8.2,1,0,delivered,2025-09-30,19,Tuesday
ORD100757,2025-09-05 12:51:07,P1030,1,839.0,839.0,400006,0.2,1,1,returned,2025-09-05,12,Friday
ORD100758,2025-10-02 02:48:16,P1033,1,1649.0,1649.0,400010,3.7,1,0,delivered,2025-10-02,2,Thursday
ORD100759,2025-09-29 17:30:24,P1017,1,1374.0,1374.0,400013,2.0,1,0,delivered,2025-09-29,17,Monday
ORD100760,2025-09-09 07:27:47,P1015,1,2249.0,2249.0,400003,2.8,1,0,delivered,2025-09-09,7,Tuesday
ORD100761,2025-10-01 07:34:15,P1034,2,599.0,1198.0,400011,34.7,0,0,delivered,2025-10-01,7,Wednesday
ORD100762,2025-09-17 09:21:19,P1001,2,3149.0,6298.0,400007,9.4,1,0,delivered,2025-09-17,9,Wednesday
ORD100763,2025-09-02 23:59:41,P1001,1,3149.0,3149.0,400018,1.0,1,0,delivered,2025-09-02,23,Tuesday
ORD100764,2025-09-04 22:37:53,P1011,2,764.0,1528.0,400003,0.5,1,0,delivered,2025-09-04,22,Thursday
ORD100765,2025-10-02 03:20:51,P1011,1,764.0,764.0,400010,4.2,1,0,delivered,2025-10-02,3,Thursday
ORD100766,2025-09-13 20:20:47,P1011,1,764.0,764.0,400007,4.8,1,0,delivered,2025-09-13,20,Saturday
ORD100767,2025-09-11 05:36:34,P1000,1,899.0,899.0,400001,3.0,1,0,delivered,2025-09-11,5,Thursday
ORD100768,2025-09-21 05:21:31,P1017,1,1374.0,1374.0,400002,2.2,1,0,delivered,2025-09-21,5,Sunday
ORD100769,2025-09-25 04:15:23,P1001,1,3149.0,3149.0,400006,8.7,1,0,delivered,2025-09-25,4,Thursday
ORD100770,2025-09-27 11:38:37,P1033,1,1649.0,1649.0,400011,3.2,1,0,delivered,2025-09-27,11,Saturday
ORD100771,2025-10-02 03:52:34,P1028,1,2999.0,2999.0,400013,3.2,1,0,delivered,2025-10-02,3,Thursday
ORD100772,2025-09-24 10:40:17,P1005,1,2249.0,2249.0,400011,1.9,1,0,delivered,2025-09-24,10,Wednesday
ORD100773,2025-09-20 17:07:55,P1033,1,1649.0,1649.0,400011,3.9,1,0,delivered,2025-09-20,17,Saturday
ORD100774,2025-09-23 00:25:01,P1034,1,599.0,599.0,400015,15.3,1,0,delivered,2025-09-23,0,Tuesday
ORD100775,2025-09-03 21:48:13,P1033,1,1649.0,1649.0,400010,3.8,1,0,delivered,2025-09-03,21,Wednesday
ORD100776,2025-09-22 08:10:39,P1011,1,764.0,764.0,400020,2.3,1,0,delivered,2025-09-22,8,Monday
ORD100777,2025-09-24 12:11:36,P1019,1,899.0,899.0,400008,7.9,1,0,delivered,2025-09-24,12,Wednesday
ORD100778,2025-09-10 21:42:14,P1030,1,839.0,839.0,400019,2.1,1,0,delivered,2025-09-10,21,Wednesday
ORD100779,2025-09-30 10:48:37,P1009,1,1599.0,1599.0,400006,10.1,1,0,delivered,2025-09-30,10,Tuesday
ORD100780,2025-09-16 04:11:06,P1036,1,2249.0,2249.0,400013,0.2,1,0,delivered,2025-09-16,4,Tuesday
ORD100781,2025-09-17 18:23:09,P1030,1,839.0,839.0,400002,0.4,1,0,delivered,2025-09-17,18,Wednesday
ORD100782,2025-09-07 08:21:12,P1009,1,1599.0,1599.0,400014,8.2,1,0,delivered,2025-09-07,8,Sunday
ORD100783,2025-09-25 23:59:43,P1007,1,2099.0,2099.0,400004,2.3,1,0,delivered,2025-09-25,23,Thursday
